ACCT - Accounting;;;;;;;;;;;;;;;
CRN;Subj;Crse;Sec;Cmp;Cred;Title;Days;Time;Cap;Act;Rem;Instructor;Date (MM/DD);Location;Attribute
;;;;;;;;;;;;Click name to see CV;;;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;03:00 pm-05:50 pm;;;;Allison A. St. Clair;01/17-05/08;BTLR 002;
13278;BIOL;388;934;CS;4;PRNCPLS OF ANML PHSLGY;TR;12:45 pm-02:00 pm;18;9;9;Allison A. St. Clair (P);01/17-05/08;HELD 111;Univ Req-Oral Communication and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;02:20 pm-05:10 pm;;;;Allison A. St. Clair;01/17-05/08;BTLR 002;
12580;BIOL;401;901;CS;1;CRITICAL WRITING IN BIOL (Syllabus);M;09:00 am-10:00 am;30;27;3;Luis Garcia (P);01/17-05/08;BSBW B25;Univ Req-Writing Intensive
;;;;;;(Restrictions/Details);;;;;;;;;
30518;BIOL;401;902;CS;1;CRITICAL WRITING IN BIOL (Syllabus);M;03:00 pm-03:50 pm;30;30;0;Michael Manson (P);01/17-05/08;BTLR 309;Univ Req-Writing Intensive
;;;;;;(Restrictions/Details);;;;;;;;;
10372;BIOL;406;500;CS;3;BACTERIAL GENETICS (Syllabus);MWF;11:30 am-12:20 pm;40;24;16;Joseph A. Sorg (P);01/17-05/08;HECC 203;
;;;;;;(Restrictions/Details);;;;;;;;;
10373;BIOL;413;500;CS;3;CELL BIOLOGY (Syllabus);TR;09:35 am-10:50 am;40;32;8;Kathryn Ryan (P);01/17-05/08;BTLR 309;
;;;;;;(Restrictions/Details);;;;;;;;;
30676;BIOL;430;500;CS;4;BIOLOGICAL IMAGING (Syllabus);MWF;12:40 pm-01:30 pm;15;14;1;Lawrence Griffing (P);01/17-05/08;BSBW B25;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;T;01:00 pm-03:50 pm;;;;Lawrence Griffing;01/17-05/08;BSBW B23;
31745;BIOL;430;502;CS;4;BIOLOGICAL IMAGING (Syllabus);MWF;12:40 pm-01:30 pm;15;9;6;Lawrence Griffing (P);01/17-05/08;BSBW B25;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;01:50 pm-04:40 pm;;;;Lawrence Griffing;01/17-05/08;BSBW B23;
12574;BIOL;434;500;CS;3;REG & BEHAV NEUROSCIENCE (Syllabus);MWF;10:20 am-11:10 am;90;52;38;Mark L. Harlow (P);01/17-05/08;HECC 203;
;;;;;;(Restrictions/Details);;;;;;;;;
30673;BIOL;438;500;CS;4;BACTERIAL PHYSIOLOGY (Syllabus);MWF;01:50 pm-02:40 pm;30;26;4;Michael Manson (P);01/17-05/08;BSBW B25;
;;;;;;(Restrictions/Details);;;;;;;;;
10377;BIOL;451;500;CS;3;BIOINFORMATICS (Syllabus);MWF;12:40 pm-01:30 pm;68;64;4;Terry Thomas (P);01/17-05/08;HECC 203;
;;;;;;(Restrictions/Details);;;;;;;;;
10378;BIOL;454;500;CS;3;IMMUNOLOGY (Syllabus);MWF;11:30 am-12:20 pm;100;45;55;Rita B. Moyes (P);01/17-05/08;HELD 105;
;;;;;;(Restrictions/Details);;;;;;;;;
18828;BIOL;461;500;CS;1;ANTIMICROBIAL AGENTS (Syllabus);M;01:50 pm-02:40 pm;14;13;1;James L. Smith (P);01/17-05/08;BTLR 309;
;;;;;;(Restrictions/Details);;;;;;;;;
27251;BIOL;462;500;CS;3;AMAZON RIVER TROPICAL BIOLOGY (Syllabus);W;05:45 pm-07:45 pm;0;10;-10;Leslie Winemiller (P);01/17-05/08;HELD 120;NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
31930;BIOL;466;200;CS;3;HNR-PRINCIPLES OF EVOLUTION (Syllabus);MWF;10:20 am-11:10 am;10;3;7;Ira Greenbaum (P);01/17-05/08;PETR 113;Honors
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;05:30 pm-07:00 pm;;;;Ira Greenbaum (P);02/14-02/14;BTLR 309;
;;;;;;;W;05:30 pm-07:00 pm;;;;Ira Greenbaum (P);03/07-03/07;BTLR 309;
;;;;;;;W;05:30 pm-07:00 pm;;;;Ira Greenbaum (P);04/11-04/11;BTLR 309;
10379;BIOL;466;500;CS;3;PRINCIPLES OF EVOLUTION (Syllabus);MWF;10:20 am-11:10 am;35;12;23;Ira Greenbaum (P);01/17-05/08;PETR 113;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;05:30 pm-07:00 pm;;;;Ira Greenbaum (P);02/14-02/14;BTLR 309;
;;;;;;;W;05:30 pm-07:00 pm;;;;Ira Greenbaum (P);03/07-03/07;BTLR 309;
;;;;;;;W;05:30 pm-07:00 pm;;;;Ira Greenbaum (P);04/11-04/11;BTLR 309;
31554;BIOL;480;901;CS;1;DEPARTMENTAL COLLOQUIUM (Syllabus);T;04:00 pm-05:00 pm;12;12;0;Luis Garcia (P);01/17-05/08;BSBE 115;Univ Req-Writing Intensive
;;;;;;(Restrictions/Details);;;;;;;;;
31006;BIOL;480;902;CS;1;DEPARTMENTAL COLLOQUIUM (Syllabus);T;04:00 pm-05:00 pm;12;12;0;Deborah Bell-Pedersen (P);01/17-05/08;BSBE 115;Univ Req-Writing Intensive
;;;;;;(Restrictions/Details);;;;;;;;;
31007;BIOL;480;903;CS;1;DEPARTMENTAL COLLOQUIUM (Syllabus);T;04:00 pm-05:00 pm;12;9;3;James Erickson (P);01/17-05/08;BSBE 115;Univ Req-Writing Intensive
;;;;;;(Restrictions/Details);;;;;;;;;
33415;BIOL;484;500;CS;0-4;INTERNSHIP;;TBA;0;3;-3;Thomas McKnight (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
33285;BIOL;485;501;CS;12-Jan;DIRECTED STUDIES;;TBA;0;3;-3;Rodolfo Aramayo (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
33458;BIOL;485;509;CS;12-Jan;DIRECTED STUDIES;;TBA;0;1;-1;James Erickson (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
31862;BIOL;489;500;CS;1;SPTP: BIO THERAPEUTIC DEV (Syllabus);T;12:00 pm-01:30 pm;20;4;16;Richard H. Gomer (P), Thomas D. Meek , James L. Smith;01/17-05/08;ILSB 3147;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
31864;BIOL;489;501;CS;1;SPTP:ETHICS IN BIOLOGICAL RES (Syllabus);R;01:00 pm-02:30 pm;28;11;17;Richard H. Gomer (P);01/17-05/08;ILSB 3143;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
33374;BIOL;491;209;CS;0-4;HNR-RESEARCH;;TBA;0;1;-1;James Erickson (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
33303;BIOL;491;220;CS;0-4;HNR-RESEARCH;;TBA;0;1;-1;Steve W. Lockless (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
33352;BIOL;491;225;CS;0-4;HNR-RESEARCH;;TBA;0;1;-1;Jerome Menet (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
32832;BIOL;491;226;CS;0-4;HNR-RESEARCH;;TBA;0;1;-1;Christine Merlin (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
32833;BIOL;491;228;CS;0-4;HNR-RESEARCH;;TBA;0;1;-1;Alan Pepper (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
32973;BIOL;491;231;CS;0-4;HNR-RESEARCH;;TBA;0;2;-2;Gil Rosenthal (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
32905;BIOL;491;232;CS;0-4;HNR-RESEARCH;;TBA;0;1;-1;Matthew Sachs (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
32894;BIOL;491;248;CS;0-4;HNR-RESEARCH;;TBA;0;1;-1;Kathryn Ryan (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
18573;BIOL;491;500;CS;0-4;RESEARCH;;TBA;0;11;-11;Thomas McKnight (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
20888;BIOL;491;501;CS;0-4;RESEARCH;;TBA;0;1;-1;Rodolfo Aramayo (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
13912;BIOL;491;502;CS;0-4;RESEARCH;;TBA;0;1;-1;Karl Aufderheide (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
16169;BIOL;491;503;CS;0-4;RESEARCH;;TBA;0;2;-2;Deborah Bell-Pedersen (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
33284;BIOL;491;504;CS;0-4;RESEARCH;;TBA;0;2;-2;Heath L. Blackmon (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
16175;BIOL;491;505;CS;0-4;RESEARCH;;TBA;0;1;-1;Lisa Campbell (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
18471;BIOL;491;509;CS;0-4;RESEARCH;;TBA;0;2;-2;James Erickson (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
20890;BIOL;491;510;CS;0-4;RESEARCH;;TBA;0;4;-4;Richard H. Gomer (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
16176;BIOL;491;513;CS;0-4;RESEARCH (Syllabus);;TBA;0;3;-3;Lawrence Griffing (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
14999;BIOL;491;515;CS;0-4;RESEARCH;;TBA;0;1;-1;Mark L. Harlow (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
32904;BIOL;491;519;CS;0-4;RESEARCH;;TBA;0;1;-1;Jennifer N. Dulin (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
20894;BIOL;491;521;CS;0-4;RESEARCH;;TBA;0;3;-3;Duncan Mackenzie (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
14075;BIOL;491;522;CS;0-4;RESEARCH;;TBA;0;2;-2;Michael Manson (P), William B. Cohn;01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
23620;BIOL;491;525;CS;0-4;RESEARCH;;TBA;0;2;-2;Jerome Menet (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
20463;BIOL;491;526;CS;0-4;RESEARCH;;TBA;0;2;-2;Christine Merlin (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
13913;BIOL;491;527;CS;0-4;RESEARCH;;TBA;0;3;-3;Beiyan Nan (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
16171;BIOL;491;529;CS;0-4;RESEARCH;;TBA;0;2;-2;Hongmin Qin (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
13911;BIOL;491;530;CS;0-4;RESEARCH;;TBA;0;1;-1;Bruce Riley (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
18537;BIOL;491;531;CS;0-4;RESEARCH;;TBA;0;1;-1;Gil Rosenthal (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
20895;BIOL;491;532;CS;0-4;RESEARCH;;TBA;0;1;-1;Matthew Sachs (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
16172;BIOL;491;535;CS;0-4;RESEARCH;;TBA;0;2;-2;James L. Smith (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
20896;BIOL;491;536;CS;0-4;RESEARCH;;TBA;0;1;-1;Michael Smotherman (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
13916;BIOL;491;538;CS;0-4;RESEARCH;;TBA;0;3;-3;Terry Thomas (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
19930;BIOL;491;541;CS;0-4;RESEARCH (Syllabus);;TBA;0;2;-2;Mary Wicksten (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
14989;BIOL;491;542;CS;0-4;RESEARCH;;TBA;0;2;-2;Ryland Young (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
16061;BIOL;491;544;CS;0-4;RESEARCH;;TBA;0;2;-2;Joseph Bernardo (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
13917;BIOL;491;547;CS;0-4;RESEARCH (Syllabus);;TBA;0;1;-1;Mary Wicksten (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
13984;BIOL;491;548;CS;0-4;RESEARCH;;TBA;0;3;-3;Kathryn Ryan (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
29406;BIOL;491;900;CS;0-4;RESEARCH;;TBA;0;3;-3;Thomas McKnight (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
33182;BIOL;491;903;CS;0-4;RESEARCH;;TBA;0;2;-2;Deborah Bell-Pedersen (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
33414;BIOL;491;928;CS;0-4;RESEARCH;;TBA;0;1;-1;Alan Pepper (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
33354;BIOL;491;929;CS;0-4;RESEARCH;;TBA;0;1;-1;Hongmin Qin (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
33373;BIOL;491;931;CS;0-4;RESEARCH;;TBA;0;1;-1;Gil Rosenthal (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
33299;BIOL;491;937;CS;0-4;RESEARCH;;TBA;0;1;-1;Joseph A. Sorg (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
32835;BIOL;491;940;CS;0-4;RESEARCH;;TBA;0;1;-1;Wayne Versaw (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
33298;BIOL;491;944;CS;0-4;RESEARCH;;TBA;0;1;-1;Joseph Bernardo (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
12569;BIOL;606;600;CS;3;MICROBIAL GENETICS (Syllabus);MWF;11:30 am-12:20 pm;20;18;2;Joseph A. Sorg (P);01/17-05/08;HECC 203;
;;;;;;(Restrictions/Details);;;;;;;;;
14641;BIOL;608;601;CS;3;LIGHT MICROSCOPY;WF;01:00 pm-02:15 pm;20;5;15;Beiyan Nan (P), Karl Aufderheide;01/17-05/08;ILSB 1143;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;STANISLAV VITHA;01/17-05/08;TBA;
27253;BIOL;612;600;CS;3;FUNDAMENTAL MOL CELL BIOL (Syllabus);TR;12:45 pm-02:00 pm;24;15;9;Hongmin Qin (P);01/17-05/08;BSBW B25;
;;;;;;(Restrictions/Details);;;;;;;;;
10384;BIOL;628;600;CS;3;PRINC NEURO II;TR;11:10 am-12:25 pm;20;1;19;Wesley J. Thompson (P), James Grau , Michael Smotherman;01/17-05/08;ILSB 3143;
;;;;;;(Restrictions/Details);;;;;;;;;
10385;BIOL;635;600;CS;3;PLANT MOLECULAR BIOLOGY;TR;09:35 am-10:50 am;20;9;11;Alan Pepper (P), Wayne Versaw;01/17-05/08;BSBW B25;
;;;;;;(Restrictions/Details);;;;;;;;;
32775;BIOL;647;600;CS;4;DIGITAL BIOLOGY (Syllabus);MWF;10:20 am-01:20 pm;40;16;24;Rodolfo Aramayo (P);03/19-04/30;WCLF 126;NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;TBA;03/19-04/30;TBA;
32776;BIOL;650;600;CS;3;GENOMICS (Syllabus);MWF;10:20 am-12:20 pm;10;2;8;Rodolfo Aramayo (P);01/17-03/09;WCLF 126;NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
18829;BIOL;661;600;CS;1;ANTIMICROBIAL AGENTS (Syllabus);M;01:50 pm-02:40 pm;5;5;0;James L. Smith (P);01/17-05/08;BTLR 309;
;;;;;;(Restrictions/Details);;;;;;;;;
28324;BIOL;665;600;CS;4;BIOL OF INVERTEBRATES (Syllabus);MWF;11:30 am-12:20 pm;10;2;8;Mary Wicksten (P);01/17-05/08;BTLR 309;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;M;03:00 pm-05:50 pm;;;;Mary Wicksten;01/17-05/08;BTLR 201;
32137;BIOL;681;601;CS;1;SEMINAR: MARINE BIOLOGY;M;12:30 pm-01:30 pm;10;5;5;Duncan Mackenzie (P);01/17-05/08;BTLR 103;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
10388;BIOL;681;602;CS;1;SEM IN CIRCADIAN RHYTHMS;W;09:00 am-10:00 am;15;5;10;Paul Hardin (P);01/17-05/08;BTLR 309;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
18224;BIOL;681;605;CS;1;SEM: DVLPMNT GENETCS JRNL CLUB;W;11:30 am-12:45 pm;15;7;8;Bruce Riley (P);01/17-05/08;BTLR 103;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
10389;BIOL;681;606;CS;1;SEM IN MICROBIAL GENETIC;W;03:30 pm-04:30 pm;15;12;3;Deborah Siegele (P);01/17-05/08;BSBW B25;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
14713;BIOL;681;607;CS;1;SEM: EUKARYOTIC MICROBIOLOGY;M;09:00 am-10:00 am;16;7;9;Matthew Sachs (P);01/17-05/08;BTLR 103;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
22628;BIOL;681;609;CS;1;SEMINAR: PLANT BIOLOGY;M;01:45 pm-03:00 pm;20;8;12;Wayne Versaw (P);01/17-05/08;HELD 117;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
10390;BIOL;682;600;CS;1;RESEARCH SEMINAR;M;12:30 pm-01:30 pm;50;11;39;Uel J. Mcmahan (P);01/17-05/08;ILSB 1105;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
30501;BIOL;683;600;CS;3;EXPERIMENTAL DESIGN BIOL (Syllabus);TR;02:20 pm-03:35 pm;20;13;7;Heath L. Blackmon (P);01/17-05/08;BSBW B25;NonTraditional Format Exclude
;;;;;;(Restrictions/Details);;;;;;;;;
33221;BIOL;685;610;CS;8-Jan;DIRECTED STUDIES;;TBA;1;1;0;Luis Garcia (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32555;BIOL;685;630;CS;8-Jan;DIRECTED STUDIES;;TBA;1;1;0;Bruce Riley (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
31790;BIOL;689;600;CS;1;SPTP: BIOMED THERAPEUTICS DEV (Syllabus);T;12:00 pm-01:30 pm;20;2;18;Richard H. Gomer (P), Thomas D. Meek , James L. Smith;01/17-05/08;ILSB 3147;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
15903;BIOL;691;601;CS;23-Jan;RESEARCH;;TBA;3;2;1;Rodolfo Aramayo (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
13582;BIOL;691;603;CS;23-Jan;RESEARCH;;TBA;5;3;2;Deborah Bell-Pedersen (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
20919;BIOL;691;604;CS;23-Jan;RESEARCH;;TBA;1;1;0;Heath L. Blackmon (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
13595;BIOL;691;606;CS;23-Jan;RESEARCH;;TBA;2;2;0;Ginger Carney (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
13572;BIOL;691;607;CS;23-Jan;RESEARCH;;TBA;3;1;2;Charles Criscione (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
13594;BIOL;691;609;CS;23-Jan;RESEARCH;;TBA;3;2;1;James Erickson (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
13586;BIOL;691;610;CS;23-Jan;RESEARCH;;TBA;2;2;0;Luis Garcia (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
13581;BIOL;691;611;CS;23-Jan;RESEARCH;;TBA;6;4;2;Richard H. Gomer (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
20924;BIOL;691;615;CS;23-Jan;RESEARCH;;TBA;1;1;0;Mark L. Harlow (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
20925;BIOL;691;616;CS;23-Jan;RESEARCH;;TBA;1;1;0;Adam Jones (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
13578;BIOL;691;620;CS;23-Jan;RESEARCH;;TBA;4;4;0;Steve W. Lockless (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
20254;BIOL;691;621;CS;23-Jan;RESEARCH;;TBA;2;2;0;Duncan Mackenzie (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
13577;BIOL;691;622;CS;23-Jan;RESEARCH;;TBA;5;1;4;Michael Manson (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
15905;BIOL;691;623;CS;23-Jan;RESEARCH;;TBA;4;2;2;Thomas McKnight (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
23621;BIOL;691;625;CS;23-Jan;RESEARCH;;TBA;4;1;3;Jerome Menet (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
15906;BIOL;691;626;CS;23-Jan;RESEARCH;;TBA;3;1;2;Christine Merlin (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
15907;BIOL;691;627;CS;23-Jan;RESEARCH;;TBA;3;1;2;Beiyan Nan (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
